time_index,position_y,attitude_yaw,attitude_pitch,wind_x,velocity_z,time_actual,attitude_roll,velocity_y,velocity_x,position_x,position_z,time_flight,wind_y,altitude_baro,current_1,rpm_1,quaternion_3,magnetometer_0,global_position_latitude,mode_2,servos_3,servos_2,magnetometer_2,magnetometer_1,tx_controls_1,tx_controls_7,battery_0,servos_6,tx_controls_3,tx_controls_5,axis_rate_roll,airspeed_0,quaternion_1,tx_controls_0,axis_rate_pitch,mode_1,acceleration_y,current_3,acceleration_z,global_position_longitude,current_0,rpm_0,current_2,tx_controls_4,battery_1,servos_0,altitude_gps,axis_rate_yaw,tx_controls_2,servos_5,quaternion_2,quaternion_0,airspeed_1,servos_4,acceleration_x,tx_controls_6,servos_7,servos_1,gps_sat_count_0,mode_0
0.0,50.51300811767578,0.8655087760639881,0.29670597283903605,0.0,-7.105844020843506,62.082834999999996,-0.054279739737023644,16.420827865600586,15.491189956665039,44.04511642456055,-10.208976745605469,62.082834999999996,0.0,,,,,,51.64113463369196,,,,,,,,,,,,,,,,,,,,,-2.5254820048860975,,,,,,,,,,,,,,,,,,,,
0.03907699999999892,51.16403579711914,0.8655087760639881,0.29496064358704166,0.0,-7.016115665435791,62.121911999999995,-0.045553093477052,16.514022827148438,15.506486892700195,44.657814025878906,-10.494738578796387,62.121911999999995,0.0,,,,,,51.641129129703835,,,,,,,,,,,,,,,,,,,,,-2.5254725811013135,,,,,,,,,,,,,,,,,,,,
0.07934999999999803,51.814064025878906,0.8660323748395863,0.29338984726024675,0.0,-6.904140472412109,62.162184999999994,-0.03804817769347639,16.557828903198242,15.58178424835205,45.269737243652344,-10.775453567504883,62.162184999999994,0.0,,,,,,51.641123632672155,,,,,,,,,,,,,,,,,,,,,-2.5254631717861296,,,,,,,,,,,,,,,,,,,,
0.11963700000000443,52.467891693115234,0.8653342431387886,0.2909463863074548,0.0,-6.722809791564941,62.202472,-0.041887902047863905,16.63796615600586,15.65129566192627,45.885250091552734,-11.050415992736816,62.202472,0.0,,,,,,51.64111810339409,,,,,,,,,,,,,,,,,,,,,-2.525453707475462,,,,,,,,,,,,,,,,,,,,
0.15926900000000188,53.12568664550781,0.8642870455875921,0.28989918875625814,0.0,-6.609917163848877,62.242104,-0.04153883619746504,16.69534683227539,15.705678939819336,46.50396728515625,-11.319414138793945,62.242104,0.0,,,,,,51.641112545330735,,,,,,,,,,,,,,,,,,,,,-2.525444185739648,,,,,,,,,,,,,,,,,,,,
0.19986899999999963,53.78659439086914,0.8635889138867942,0.2893755899806598,0.0,-6.595251560211182,62.282703999999995,-0.039968039870670144,16.738784790039062,15.74775218963623,47.12545394897461,-11.5850191116333,62.282703999999995,0.0,,,,,,51.641106962388655,,,,,,,,,,,,,,,,,,,,,-2.525434618947754,,,,,,,,,,,,,,,,,,,,
0.2392590000000041,54.46678924560547,0.8628907821859965,0.28955012290585924,0.0,-6.534748554229736,62.322094,-0.03298672286269283,16.792997360229492,15.782930374145508,47.765296936035156,-11.855340957641602,62.322094,0.0,,,,,,51.641101214547966,,,,,,,,,,,,,,,,,,,,,-2.5254247729730026,,,,,,,,,,,,,,,,,,,,
0.27949600000000174,55.12971115112305,0.8635889138867942,0.290248254606657,0.0,-6.466092109680176,62.362331,-0.02111848394913139,16.816791534423828,15.851419448852539,48.3874397277832,-12.113049507141113,62.362331,0.0,,,,,,51.641095625711756,,,,,,,,,,,,,,,,,,,,,-2.5254151770302795,,,,,,,,,,,,,,,,,,,,
0.3196489999999983,55.795501708984375,0.8644615785127915,0.291469985083053,0.0,-6.478675842285156,62.402483999999994,-0.010297442586766544,16.887571334838867,15.847183227539062,49.0118408203125,-12.36965274810791,62.402483999999994,0.0,,,,,,51.64109001658877,,,,,,,,,,,,,,,,,,,,,-2.5254055395654844,,,,,,,,,,,,,,,,,,,,
0.35916800000000393,56.4649772644043,0.8663814406899852,0.2930407814098479,0.0,-6.5409345626831055,62.442003,0.00471238898038469,16.947952270507812,15.862381935119629,49.637672424316406,-12.627126693725586,62.442003,0.0,,,,,,51.641084394615206,,,,,,,,,,,,,,,,,,,,,-2.525395848761615,,,,,,,,,,,,,,,,,,,,
0.3994509999999991,57.13846969604492,0.8677777040915806,0.29269171555944906,0.0,-6.571101665496826,62.482285999999995,0.01658062789394613,17.024921417236328,15.89623737335205,50.26483917236328,-12.887336730957031,62.482285999999995,0.0,,,,,,51.641078760647765,,,,,,,,,,,,,,,,,,,,,-2.525386099814619,,,,,,,,,,,,,,,,,,,,
0.4391220000000047,57.81549072265625,0.8669050394655835,0.29216811678385074,0.0,-6.702244281768799,62.521957,0.015184364492350668,17.105281829833984,15.91694164276123,50.894187927246094,-13.15087890625,62.521957,0.0,,,,,,51.64107310707892,,,,,,,,,,,,,,,,,,,,,-2.5253762997927143,,,,,,,,,,,,,,,,,,,,
0.48005799999999965,58.493247985839844,0.8649851772883898,0.2892010570554604,0.0,-6.752458095550537,62.562892999999995,0.012042771838760872,17.179611206054688,15.93421459197998,51.52033996582031,-13.414460182189941,62.562892999999995,0.0,,,,,,51.641067482226816,,,,,,,,,,,,,,,,,,,,,-2.5253664891154273,,,,,,,,,,,,,,,,,,,,
0.5200409999999991,59.17524719238281,0.862716249260797,0.289026524130261,0.0,-6.835937023162842,62.602875999999995,0.017453292519943295,17.26358985900879,15.963640213012695,52.14842224121094,-13.681975364685059,62.602875999999995,0.0,,,,,,51.641061840035015,,,,,,,,,,,,,,,,,,,,,-2.525356617037248,,,,,,,,,,,,,,,,,,,,
